Index,Distances
"[  111 10493 68186 68156 43833 25187 17271 14903 38687   179 36263  6467
  4795 52565 41929  8425 17301 59725 34684 24231 50975 17947 12545 25377
  6185 38593 56585  8075 19337 59777  7878 17253 11232  2905  1566 38549
 38451 46051 39941 51792 23391  5139 62346 25331 49157  2669 63119 10511
  9037 12303 35870 46279 12329 34629 36555 23563 25453 25365 25373 34143
 21457 42043 53943 57227 26057 50915    27 24066  9799 54507 66727 59588
   203 16315 49789 27031 38167 34481 66432 28955 34931 58758 30833     7
 59001 34597 54493  1924 65538 44249 44373   181  5606 17077 37720 19855
 68430 60923 50210 16492]","[   0.     1652.2948 1697.451  1726.491  1773.2146 1778.2045 1815.2955
 1820.9989 1829.5067 1856.4657 1875.8611 1876.1791 1880.4744 1901.0344
 1901.3566 1909.9026 1915.4681 1922.3569 1923.7284 1927.1798 1934.7802
 1941.9781 1943.9465 1945.2701 1945.7177 1948.6703 1960.4675 1961.2726
 1976.1017 1980.4747 1983.9042 1984.7745 1991.4467 1994.98   2008.9559
 2011.0868 2013.2362 2018.2341 2020.6754 2027.7396 2029.9753 2030.4054
 2032.5032 2034.4727 2034.6361 2037.9135 2041.8247 2044.7621 2044.9807
 2045.9025 2050.9236 2056.5398 2059.68   2061.8047 2062.4468 2063.0002
 2063.33   2063.3965 2071.382  2071.9675 2073.1204 2078.026  2080.3193
 2084.3003 2086.1946 2088.641  2090.275  2091.2212 2091.5051 2092.248
 2094.2812 2094.8408 2102.7039 2105.7678 2106.3184 2106.4028 2106.658
 2106.8838 2110.8608 2111.9785 2113.2305 2114.2183 2115.2126 2117.447
 2119.75   2120.2856 2122.7493 2122.9497 2123.1536 2125.728  2126.1638
 2129.9214 2129.9626 2130.4727 2130.8423 2132.5454 2133.9407 2134.9084
 2135.775  2137.9321]"
"[  112 46470 48444 61238  6488 67280 25899 41954 34426 60178 61350 25428
 60332 44210 18958 23492 44569 47692 17846 34922 63648 66397 25697 53436
 47668 11440 55644 47672 19446 24366 60889  3418 61193 12793 37518 21498
 50249 33992 49440 45366 53314 37948 34470 46434  1060 50292 37531 12436
 47440 46984 21477 45559  3926 45926 21362 53750 25628 21446  3996   310
 12725 30337 21052 63281 52362 30194 47434 66917 12136 49588 16348 15722
 50150 56192  7393  5824 53394 13892 66901 15380 38684 21379 14414 28038
 33942 61867 54254 33684  5530  6366 62164 66848 30148 57855 46539 52530
 53178  5708  4766  6665]","[  0.      352.898   446.04822 447.56006 449.31726 450.1222  454.67462
 454.92197 461.18002 462.6597  464.29947 467.37564 474.37012 474.9379
 478.47256 487.36435 487.8063  489.74176 492.53934 496.48666 500.92813
 501.7888  502.69275 507.11832 510.65253 512.1416  514.492   515.49396
 517.76056 520.45654 521.91956 521.92816 523.2256  524.67706 525.0762
 525.08954 525.55304 528.0625  528.3881  532.64246 533.88574 535.0028
 537.3509  538.8033  539.39594 542.72644 543.0212  543.5182  545.82965
 548.34753 548.57086 549.6344  550.5706  550.85205 553.4555  553.7797
 556.3551  557.1992  559.56946 559.87854 560.6327  562.12274 562.19037
 562.5593  565.7261  566.1837  566.9753  567.97626 569.6121  569.8263
 570.8993  571.36066 571.55054 572.2447  573.51984 573.9286  574.0035
 575.3208  575.52496 576.0095  576.78595 578.08563 578.0925  578.3883
 582.63885 583.07117 583.8236  584.2782  585.3102  585.4981  586.3702
 587.0775  587.6972  587.9719  588.86584 589.36914 590.2313  590.43964
 590.77405 591.43134]"
"[  113 10345 23889 49283   835 12261  8083 15959 38585 24647 55719 33949
 47969 67171 40537   355 68118 19381 23755 42015   765 41449 66720 20961
 17151 65281 38595 65090  4561   833  9775 20409  5439 52395 47837 14327
   783 47153 47991  3956  6135 39707 68045   779  8679  9975 38303  9674
 68862 47905   447 36535 12145  5903 33113 12049 28981 65361 13487 12133
 46934 35345  9981 55671 59230 51083 65486 22659 45105 35487 51169 28291
   205 22727 61838   809  9365 66729  5543 14879 42769 53273 37897   397
  5107 42175  3851  5075   891 38677  8373  5479 67556 65327 43315 68875
  5731  5271 66502 24663]","[  0.      609.2192  622.69653 639.04614 641.0897  643.4213  645.7213
 653.6306  659.45355 659.7939  681.70593 684.75397 692.69476 699.6699
 705.87537 713.14655 714.31226 715.72064 719.72284 723.9475  731.6597
 734.3998  737.38525 738.9797  744.2036  745.9879  756.9551  759.70654
 759.7085  759.86053 760.5636  762.0833  763.4776  764.56067 764.7889
 766.98047 774.17377 778.29944 781.30725 781.42114 784.76495 786.00446
 786.72296 788.0844  790.8464  791.1599  791.64703 791.79987 792.22345
 793.2024  793.2446  794.77356 797.7111  798.0288  799.7581  807.26825
 808.4869  808.6439  809.8253  811.06903 813.00616 816.8366  818.58356
 822.2299  822.4178  822.6105  823.2284  823.427   824.04913 830.7178
 833.11523 834.7976  837.9827  840.5028  840.7562  844.6751  844.968
 845.82446 846.35156 846.9061  848.13385 849.68524 850.42224 851.37537
 853.658   857.10095 857.856   859.9296  860.576   860.97675 861.11615
 862.26385 862.7786  863.0904  863.49524 864.00055 864.3518  866.8287
 869.1513  869.501  ]"
"[  114 45596 13589 65428 36467 21953 52885 69174 23095 29263 12670 38103
  5978 19439 66097 21903 50968 30034 56005 45146 24706 25243 19241 29405
  5585  9865 18759 61084 39906 28105 40421 14039 21469 66099 26027 16221
  4505 69239 54012 65043 28647  3529 21975 48421 54290 55576 55785  4203
 69528 30222  5808 29243 34511 27089 18599 36447 42752  4465 45035 48661
 13547 26339 67817  3409 21299  5694 16105   435 55679 21909 40820 55873
 18837 20955 57924  1664 65443 19861  1725 19900  3328  3391 21097 11654
 65430 69167 18889 49304 28079 44205 17149 50518 29421 18914 36431 37837
 16428 38200 27931 10120]","[   0.     1156.2245 1211.8717 1235.4792 1241.1293 1243.425  1245.8246
 1252.7673 1253.0969 1256.1166 1280.8114 1285.0007 1320.4154 1320.54
 1324.7351 1347.0682 1358.8385 1362.6954 1367.1924 1367.4352 1373.79
 1374.9149 1387.5955 1389.5402 1392.2313 1405.4736 1406.6482 1406.8276
 1407.4214 1407.8512 1407.9556 1419.8137 1420.835  1424.839  1428.2787
 1446.1615 1446.9496 1447.2114 1447.4543 1447.4668 1450.3375 1450.9125
 1456.4213 1456.435  1458.12   1469.8473 1470.951  1472.8435 1475.3342
 1481.0109 1481.179  1481.5698 1483.6698 1486.146  1495.6139 1496.9008
 1497.1499 1497.2838 1502.7825 1503.1321 1505.1139 1507.5068 1509.796
 1510.4036 1512.722  1512.9342 1515.4191 1517.4178 1521.8226 1523.2019
 1523.9364 1524.1273 1525.9014 1528.7606 1529.3574 1532.3818 1534.8547
 1539.7993 1540.2302 1544.1836 1547.0216 1547.887  1548.2532 1550.1738
 1550.9633 1551.8795 1552.9475 1553.2241 1556.6005 1558.3055 1558.773
 1561.925  1561.9827 1564.924  1566.2864 1568.3915 1568.4023 1569.8112
 1571.0026 1571.4595]"
"[  115  3101 52193 55687 35183 11495 21561 11419 29123 25175 30745 19123
 31251  7045  2485 56977 10695   987 68917 41163 43819 16037 22273 18961
 46995 52229 22253 61680 59614  3459 67009 41159 34947 59863 35259 68131
 23199 59879 59727 36790  3477 28683 59227 64946 56997 13009 57123 11389
 10571 68222 33317  7755 65076 43473 49169 33702 52063 67047 69822 34709
  8341 63551 14939 43395 22331 59268 67520 59821  2451 59893 62615 31433
 39269 53925 14947 55013 26172 66265 40361 33411  2089 67137 59772 22285
 50427 68395 35551 34035 18999   369  2341 15653 59874  3217 31471 31539
 22295 12788 65101 53411]","[   0.       964.60455  973.771   1015.3896  1025.885   1041.52
 1053.1287  1062.8315  1064.5881  1069.058   1069.8584  1080.84
 1084.0955  1086.7484  1095.399   1100.0981  1115.6581  1119.3704
 1122.4915  1124.5145  1128.8955  1133.514   1143.9292  1145.4841
 1152.8578  1155.7192  1163.9299  1164.204   1173.4935  1181.9738
 1194.6367  1194.9042  1195.218   1202.0304  1202.9269  1203.253
 1219.0164  1220.2045  1223.7091  1226.3638  1234.4347  1234.4805
 1239.3672  1240.817   1241.127   1244.4906  1244.6212  1245.1675
 1248.0404  1249.8364  1253.1512  1255.2334  1255.5919  1257.3702
 1261.6604  1262.7526  1264.3152  1265.8622  1271.0618  1271.4039
 1272.1041  1272.2189  1273.3617  1277.2983  1277.8802  1279.2924
 1282.3069  1282.3124  1283.8329  1285.8868  1288.0182  1288.8073
 1291.251   1293.7457  1294.5887  1294.847   1296.3499  1297.7145
 1297.9664  1298.5658  1299.2067  1299.6681  1300.3938  1303.0641
 1303.992   1305.9973  1308.4923  1309.7087  1309.8855  1310.1588
 1310.7697  1310.839   1313.0647  1314.7133  1315.3673  1316.2299
 1322.72    1322.7252  1323.4326  1323.8376 ]"
"[  116 69467 25655 65456 25637 64040  9070 10516 64752 28625 23217  6577
 62443 16463 17939  1743 63842 54713 26173 66394 10023 21091 47390 61452
 38003 69144 12171 43611 26949 38353  7180 67336 28087 55477 54677 55691
 26025 16082 51413 26199 55201 39111 64663 24956  7890 26462  1733 43729
 54517 55569 41097 30877 59748 64182  4095 60058 35672 49752 44547 45065
 48205 22795 66508   170 54575  6295 67360 55401 50973 64309 18731 36720
 43918 23950 36319 68807 25019 38646 65813 48803 50439 62477  6964 64436
 17092 42318 48429 64910 30987 55571 50145 48222 40372 68001 65386 60012
 65869  6067 68084 47703]","[   0.       769.7733   867.3223   876.789    934.57367  982.36707
  991.0656   991.8649   995.12714 1001.97455 1005.14624 1007.83826
 1011.05536 1022.2822  1026.891   1032.0659  1041.255   1050.0419
 1050.3628  1052.4866  1057.5334  1059.5159  1062.0725  1065.0422
 1071.076   1072.0392  1073.484   1078.001   1079.6272  1080.6757
 1081.8665  1082.2167  1084.5819  1097.1777  1104.3364  1106.9246
 1108.7362  1113.5775  1113.7603  1114.1185  1114.7318  1115.7742
 1119.5977  1122.0013  1122.5801  1122.5992  1125.1942  1125.9014
 1126.6108  1127.9397  1128.9065  1129.8473  1129.8562  1137.4928
 1141.4346  1148.9622  1150.665   1150.7623  1151.007   1151.4148
 1153.9312  1160.512   1161.9915  1162.0702  1163.6528  1166.1179
 1168.4648  1174.404   1175.3097  1175.3586  1178.8689  1184.2504
 1185.7694  1188.0232  1188.1064  1192.4034  1193.4756  1193.5748
 1196.1526  1199.8654  1200.2374  1202.5872  1204.6493  1205.4004
 1208.4519  1208.7977  1209.962   1210.4235  1210.4644  1210.6667
 1210.7002  1210.7688  1211.5692  1212.3733  1214.0165  1215.5308
 1215.9893  1216.0457  1218.9183  1218.9578 ]"
"[  117 44672  1262 10554   171 36904 29050 42830 44209 37727  5988 48951
 59672 65545   189  2508 60298  4664 21425 43338 18164 42019 27093 27073
 65250 66106   187 21451  9862   159 21441 30485 14702 34848 48502  8295
 21121 30459 54541 39338 59684 22407 24690 32361 45287  6204 18865 17110
 27229 66180 46050 39790 58487 41484    25 35202 39794 65024  2707  8614
 55662 22901 50230  9218 12481 65468 42539 51648 21164 30533  7394 59628
 41087 21443 41080 67570 47230  4442 55316 32422 37889 29025 68139 27165
 49778  7486 14112 32590  4755 34928 68810 20514 55158 55300 18117 23319
 65840 17482 30726 30831]","[   0.     1355.8569 1543.773  1555.2389 1570.4102 1645.3285 1653.4902
 1714.1453 1738.0066 1769.7279 1783.233  1801.0555 1806.0251 1819.0272
 1841.2545 1843.7988 1851.3965 1860.7861 1860.8984 1867.2137 1868.2869
 1870.3765 1872.9856 1873.1091 1883.2745 1890.4513 1896.758  1898.1344
 1904.4672 1912.6221 1920.8292 1935.6165 1939.4417 1942.2307 1953.9452
 1954.4769 1954.5232 1956.2916 1958.4862 1966.5292 1967.3704 1969.2231
 1970.3335 1976.7008 1977.502  1980.4257 1981.3589 1986.3932 1989.5404
 1994.606  1999.5339 2002.0647 2007.9246 2009.3405 2011.7505 2017.0221
 2018.3226 2020.0693 2020.7097 2022.1157 2024.761  2025.6776 2026.5273
 2028.4935 2028.7175 2028.8256 2030.1643 2030.5627 2031.3572 2033.2756
 2034.3269 2034.6187 2039.343  2039.4546 2042.1405 2043.1442 2043.6609
 2046.8097 2048.5815 2048.7695 2049.089  2051.0894 2053.9888 2054.8862
 2056.9624 2059.5847 2062.1812 2063.866  2064.4277 2069.6624 2070.43
 2077.9583 2078.7307 2079.9673 2082.435  2083.6252 2085.0796 2085.229
 2085.2412 2087.01  ]"
"[  118 40780 52130 44743 57298 12020 57536 16520 37854 33657 37705 16396
  5888  8294 36440 56954 61148 62873 52597 15864 63371 60750 64935 35717
 63864 36468 14425 25082 28818 61517 57420 50534 24962 42324 38816 17134
 20658  7066 24872 56424  5342 55666  2770 15344  4008 33136 37744 28692
 26623 42456 30170  7708 35739 43472 24640 67225 63052  6008  1152  7371
  2864 12500 36764 64780  9034 41388 21266 57645 62657 32454 26408 53670
  8304 58594 32946 46822  4108 47616  2996 14890 68587 14160 26565 10352
  7129 35320  2642 23032 40038 68614 44859 32869 17726 31194 62226 32899
 16352 57811   326 66280]","[   0.     1042.8274 1091.3789 1092.4742 1126.8789 1164.9562 1175.2847
 1202.0978 1205.3625 1230.1357 1234.6222 1238.0201 1239.837  1244.6228
 1247.4001 1247.7155 1248.6681 1256.16   1257.7408 1264.7806 1282.7954
 1286.1053 1288.0671 1294.311  1298.5835 1310.4801 1312.125  1322.3093
 1328.5955 1347.0067 1347.573  1348.7401 1349.4503 1354.065  1362.2441
 1362.3058 1363.2509 1366.5522 1369.1326 1370.2522 1371.712  1372.2089
 1374.3573 1375.0127 1377.5667 1381.004  1383.6246 1386.6986 1389.9784
 1393.0714 1394.379  1402.3046 1402.6554 1403.6976 1405.073  1406.0074
 1415.2678 1418.7727 1418.7957 1419.3706 1419.7926 1420.572  1421.1632
 1421.2927 1423.2484 1425.2698 1425.5974 1426.9955 1427.0088 1427.1752
 1427.1896 1427.5977 1428.6654 1430.4447 1432.112  1441.7108 1442.9917
 1447.0583 1447.9126 1449.0569 1450.2979 1454.8743 1458.4752 1460.5923
 1461.6025 1461.7329 1461.8318 1463.0448 1464.9897 1465.8373 1466.8538
 1470.6396 1471.6868 1474.8932 1480.5438 1483.2178 1483.661  1483.8683
 1484.3036 1486.2625]"
"[  119 58350 68343 38889 51925 51331 48755 12107 57321  7687  6603 42081
 66766 44161  6607 56159 23093 66752 66779 48142 48523 35039 22877 47957
 32237 37856 37323 66795  1471 65069  5615 52617 49459    21 57241 35087
   639 53195 50511 65031 51303 15583 59696 11281 14857 69236 22601  6619
 35423 38893 36351 11888 68772 16227  6615 10167 53789  5203 22265 28821
 68137 67882 20929 44045 43229 65124 66286 57393 47835 51365 27893 44076
 22929 66489 24343 51121 28855 35343 66287 59704 53219 53185   669 22337
 35067 39213 10563 20510 44333 36549 18868 13497 19709 67261 42010   743
 53297 43247 12115 11993]","[   0.     1106.0122 1124.6769 1127.7416 1128.6678 1133.1818 1136.7004
 1168.0638 1193.0503 1206.6243 1226.7963 1231.132  1234.9689 1238.5895
 1242.0145 1246.5076 1248.4495 1258.3115 1261.1392 1261.9255 1265.9159
 1267.7811 1282.4441 1283.2416 1286.1528 1286.5707 1287.484  1290.8583
 1296.9248 1301.073  1303.7765 1304.1123 1304.4431 1304.6471 1305.321
 1306.9105 1307.7281 1310.6777 1311.6672 1314.4968 1314.8783 1315.1821
 1317.2535 1319.1565 1319.7178 1323.7507 1324.0906 1325.5255 1327.0802
 1328.131  1328.6392 1328.9698 1331.0165 1331.1378 1336.8777 1337.452
 1339.4413 1343.3864 1344.9406 1345.5033 1346.3729 1346.5697 1347.0724
 1348.1617 1349.3406 1349.643  1350.8308 1356.3949 1357.252  1359.1096
 1359.3124 1359.8717 1362.9685 1363.4695 1367.6688 1371.512  1371.961
 1372.0667 1374.0524 1375.1553 1376.2612 1376.2991 1376.7494 1377.8574
 1381.7557 1383.158  1387.4275 1390.3453 1394.2819 1395.86   1395.8613
 1397.3589 1397.7128 1398.1251 1398.6693 1399.7396 1400.5256 1404.3875
 1404.6622 1404.694 ]"
"[  120 19869 14836 19823 67950 28201 63021 42639 31024 63296 57894 11380
   570 39198 33832 64697 46957 69586 24505 45203 10297  8632 65310 43818
 16596 32120 23718 52879 54152 12422 38916   934 37386 65297 11030 67966
 37971 40370  6115 10702 65317 60810 65334 20055 39088  4380 53076 40338
 19809  2909  2733 42593 57858  8170 50792 49516  9082 61947 67744 56643
 30902 62442 18534 20100  2865 46260 30810 56655 59638 19733 46593 31794
 63134 65324 36140 10308 49580 67492 22124 42739 21014   522 53571 36796
 50742 17303 38869  1392 24571 13091 18539 42751 54011 29184 42061 67940
 67477 47780 56914 41398]","[   0.     1614.2361 1654.0823 1672.6476 1715.8143 1738.1215 1738.7268
 1744.7078 1747.4092 1749.3933 1753.3545 1757.3096 1767.5952 1771.3884
 1771.9768 1797.4988 1816.052  1835.3809 1854.821  1865.7312 1871.0836
 1875.7854 1880.4646 1880.6106 1885.8722 1886.07   1889.2776 1891.1562
 1898.4589 1901.4547 1903.0082 1905.9166 1910.5944 1910.8881 1915.8833
 1919.0186 1919.6174 1924.268  1932.2401 1932.614  1933.052  1933.9447
 1937.3972 1938.1332 1944.7162 1945.143  1949.4617 1950.2882 1953.8866
 1955.1539 1956.6014 1957.0582 1957.5265 1958.3751 1958.5331 1962.5549
 1962.9011 1964.4513 1967.3993 1968.7054 1968.7778 1970.5099 1974.2279
 1976.096  1977.2946 1982.1687 1987.198  1988.734  1992.049  1993.7783
 1993.9027 1994.525  1999.7498 2002.7496 2003.454  2005.5343 2007.1221
 2008.6129 2010.116  2010.3756 2012.9056 2013.0874 2017.1653 2017.3688
 2017.7611 2018.0642 2018.5889 2021.8113 2024.3955 2025.4885 2025.848
 2026.0007 2027.4285 2027.7362 2029.2279 2029.6909 2030.5049 2031.1179
 2031.3666 2033.3187]"
"[  121 19786  9310 45307 55745 54354 26820 30275 45255 38766 11846 57650
  9005 68535 39093 22938 46562 21413 52114  6700   429 34553 45544 28456
 41506 45235 15700 63608 21273 53118 30044 22430  1725 53573 20114 56755
 12839 28816 39055 64033 21985 55048 40162 44448 34451  4607 24846 61589
 32557  6076  8088 69459 55879 44560 31195 21029 58454  4505 19856 50638
 26117 28202  8472 15520 21049 18284  2298 38364 39326 57798 35646  4852
  1590 21521 42389 38808 40888 14944  3776  4653 49370  1771  4218 68117
 35634 48128 69352 58916 18779 22378 13230 48438 21506   283 11422 55624
 42752 60071 35660  3376]","[   0.     1369.008  1478.8525 1490.8226 1497.1576 1502.1708 1517.7595
 1518.8591 1534.3582 1534.3816 1567.3433 1573.3668 1575.6786 1580.5474
 1603.0409 1605.9365 1613.472  1615.6934 1616.1216 1618.613  1619.1696
 1619.4255 1619.8994 1622.5316 1623.4448 1628.545  1639.9784 1642.1288
 1643.8531 1647.2705 1647.8317 1653.088  1655.3585 1657.4019 1664.4639
 1665.7074 1666.5569 1678.3042 1678.4711 1682.7163 1683.7942 1685.8776
 1688.5763 1689.7222 1694.844  1695.2834 1699.4316 1700.087  1700.3523
 1701.2063 1701.8933 1706.2946 1715.0831 1717.2012 1718.1406 1722.194
 1724.9011 1728.748  1729.9176 1730.502  1732.8768 1735.6644 1744.3179
 1745.4203 1746.8031 1747.2891 1748.9073 1749.952  1754.5618 1756.8916
 1761.7755 1766.1223 1766.164  1766.1987 1767.98   1773.017  1773.0491
 1775.8989 1776.0468 1776.1362 1776.2393 1780.4316 1780.799  1782.9403
 1787.8428 1788.0903 1788.3375 1791.0182 1791.1195 1791.467  1791.7734
 1795.4883 1795.9758 1796.9889 1799.5469 1800.3188 1804.8625 1805.1812
 1807.3638 1808.9707]"
"[  122 15596 64442  2418 53322 35378 50218 11812 24129 42223 43292  7473
 64476 24425 60237  6637 47922 60249 33090 36844 58068 50153  7567 10766
 21504  7537  7395 51808 50259  1246 62412  7467 28686 50966 46910 52410
  6056  7523 42568 21502 29932 64705 13506 62729 17070 30492 34256 21044
 25136 33449 61927 25272 63293 17992 41936 39420 44978 42991 30832 15846
 13310 47306 63142  7587 63239  4086 51517 22056 58063  9246 60280 54128
 38140 12204 59030 56961  6910  6080 62891 64632  6992 63116 51273  2824
 10714 52762 30420 64387 38417 63318  1894 28842 11006 45672 38120 52643
 57130 60996 51547 69635]","[   0.     1075.8838 1218.9574 1276.268  1336.1212 1339.3849 1351.6238
 1352.0773 1352.5549 1379.3556 1406.4971 1418.128  1421.9026 1422.604
 1428.2762 1442.2909 1450.898  1463.9221 1487.0255 1489.8966 1492.9604
 1497.026  1497.1814 1502.3574 1502.6271 1502.668  1508.3103 1516.281
 1519.1804 1524.634  1531.3811 1536.3024 1537.63   1547.8217 1555.0049
 1557.9669 1559.515  1562.2731 1565.6494 1568.5343 1576.2518 1576.5618
 1580.4752 1585.0918 1594.5868 1595.973  1599.5261 1600.8282 1606.7819
 1608.4794 1609.1775 1610.5061 1615.027  1619.3765 1621.5298 1622.3169
 1624.6827 1625.1003 1628.6685 1629.4064 1630.8479 1633.268  1635.6078
 1639.7034 1639.9186 1641.0189 1642.4752 1645.6066 1646.1233 1648.4122
 1649.4038 1650.3484 1652.2957 1655.3257 1661.152  1661.5818 1663.6406
 1664.3265 1665.4249 1666.718  1670.6528 1671.5466 1673.8859 1675.0209
 1677.682  1680.1676 1683.1678 1683.2166 1685.1846 1691.4749 1695.5967
 1696.311  1696.3917 1696.8541 1701.117  1701.1593 1701.3744 1703.065
 1703.2953 1704.795 ]"
"[  123 44111 48080  1513 44139 19383 58282  5253 28897 13513  3788   911
 48585 31423 17373 41597 17267 44297 22955 49053 44185 59935 41479 12233
  1523 51344 41571 13391 51663 19073 52964 13199  3507 44169 40679 46031
  8167  3423  1451 17383 15705  7059 20255 46321 59908 33459 40017 63308
 56077 22467 69000 17343 33431    71 45457 24259 47559 56167 59745 49209
 44409  2543 13188 27039 59348 66653 20991 17557 16052 22577 59938  7737
 56209 45435 47067 55195 48969 40557 46297 13599 51765   723 19057 44067
 28869 32185  2929 38149  9955 31439 63111 37353 37875 22817 33067   505
 42695 24325 66666  9787]","[   0.       881.1895   900.41656  909.6906   933.6343   940.6025
  988.37036 1035.0459  1037.6025  1075.4092  1101.0609  1118.503
 1164.162   1171.2817  1173.5822  1178.6077  1185.9225  1188.6404
 1192.9053  1208.8436  1210.1793  1213.9089  1215.5468  1216.846
 1220.4802  1222.0446  1227.4633  1231.4618  1235.5792  1236.5464
 1241.085   1244.906   1247.2125  1250.8917  1251.1882  1256.2018
 1256.969   1260.9667  1261.4646  1264.2571  1264.3358  1272.3741
 1275.6394  1276.5555  1278.9805  1280.8689  1281.2467  1289.0908
 1291.3141  1295.596   1296.4286  1302.6101  1308.1521  1309.7301
 1313.4592  1313.6274  1317.9507  1318.9746  1320.1265  1324.094
 1324.852   1325.7805  1326.0309  1326.4897  1327.2743  1336.4774
 1337.2233  1339.688   1344.8104  1345.4672  1345.6838  1348.3193
 1350.568   1351.0085  1352.2977  1353.8612  1354.2031  1354.4951
 1355.8378  1356.561   1357.9109  1358.0177  1361.9802  1362.2811
 1363.64    1363.9175  1365.1172  1365.6962  1366.6093  1368.9857
 1370.8081  1371.6184  1372.0835  1372.607   1374.6018  1374.6869
 1377.117   1380.4868  1381.932   1382.2815 ]"
